gene,rna_pearson_r,rna_spearman_r,rna_n_obs,protein_pearson_r,protein_spearman_r,protein_n_obs,group
DRAM2,0.23909624261840795,0.20986105785410294,979,,,0,non-significant
DRG1,0.3547806769137872,0.3311677567603741,979,0.05474133224442827,0.036760586565012535,763,non-significant
DRG2,0.46229846927540497,0.4473716428585088,979,0.04680434768735241,0.04993147175963713,663,non-significant
DSC2,0.03868377480517428,-0.003364941038618005,979,0.13527816015166183,0.09345738629080992,370,non-significant
DSG2,0.06941601751457536,0.07655589674753088,979,0.049963102343534925,-0.0075321611091145255,629,non-significant
DST,0.18903453716927704,0.16563576572288885,979,,,0,non-significant
DSTN,0.39980964679423137,0.415281379680385,979,,,0,significant
DTNBP1,0.2859286271433139,0.2145417556034811,979,,,0,non-significant
DUS1L,0.2350768900145972,0.20984317632813002,979,0.17699161837306554,0.18423565633574107,175,non-significant
DUS2,0.3772664436202368,0.3414989334148881,979,,,0,non-significant
DUS4L,0.47432744531119003,0.46048320083861244,979,,,0,non-significant
DUSP12,0.4087520911892394,0.39675297929199216,979,,,0,non-significant
DUSP14,0.2992018809979271,0.23533216923931993,979,,,0,non-significant
DUSP22,0.19226546648970255,0.17899218919824503,979,,,0,non-significant
DUSP3,0.32623557124288655,0.3128440151509991,979,,,0,non-significant
DVL1,0.28461200478994847,0.2769405448540717,979,,,0,non-significant
DVL2,0.32836111224257236,0.30760936384010673,979,0.0888828796235594,0.07843017518391648,285,non-significant
DVL3,0.337035566999081,0.28460928457978624,979,,,0,non-significant
DYNC1LI1,0.38181718401509857,0.34092523984217366,979,,,0,non-significant
DYNC1LI2,0.3264251568065153,0.31667569405728957,979,,,0,non-significant
DYNLL1,0.12252415810092507,0.12891651176504934,979,,,0,non-significant
DYNLL2,0.2236918100866046,0.18344995940011272,979,,,0,non-significant
DYNLT1,0.33970699877571536,0.33901067599320955,979,,,0,non-significant
DYRK1A,0.3078006088242201,0.22865539559315604,979,,,0,non-significant
DYRK2,0.2510053354269275,0.1227314427059316,979,,,0,non-significant
DYRK3,0.005471970154662474,-0.002279871662843663,979,,,0,non-significant
DYRK4,0.1845683967501452,0.16650418243367016,979,,,0,non-significant
E2F1,0.13383945308582995,0.11159508129982726,979,,,0,non-significant
E2F2,0.06275894773692198,0.05757347016691838,979,,,0,non-significant
E2F3,0.38456216458572406,0.24854093637400262,979,,,0,non-significant
E2F4,0.33825261373371995,0.29353047199257204,979,0.13698745107297094,0.06906843693388136,187,non-significant
E2F5,0.15674874029150437,0.15970976447189147,979,,,0,non-significant
E2F6,0.33010871448196705,0.286314930728323,979,,,0,non-significant
E2F8,0.06367497402510215,0.05336931560302458,979,,,0,non-significant
EAF1,0.3197024473957715,0.28418316007490424,979,0.0592294634098776,0.016031262027587794,74,non-significant
EBPL,0.3521567264544676,0.32699603709112857,979,,,0,non-significant
ECH1,0.35222725305869373,0.3341529823367149,979,0.38029693954450106,0.33302098586107964,771,non-significant
ECHDC1,0.22075262940117563,0.33117716234525074,979,,,0,non-significant
ECHDC3,0.17843791110035956,0.1371628025724517,979,,,0,non-significant
ECHS1,0.3611174865350346,0.3445789966069411,979,,,0,non-significant
ECI1,0.1951888252000813,0.20565826753461253,979,0.23283689123528517,0.23540643446685836,759,non-significant
ECI2,0.14474491182308377,0.1748688363876827,979,0.32151120414752377,0.3563580012792228,719,non-significant
EDEM1,0.15878987154871685,0.18486098719915187,979,,,0,non-significant
EDEM3,0.29201900531012737,0.22755319521760894,979,0.20369691798287692,0.16899848464751696,624,non-significant
EEF1A1,0.1799124121288207,0.11756675655347756,979,,,0,non-significant
EEF1AKMT4,0.3128782840761963,0.2721478979930626,979,,,0,non-significant
EEF1B2,-0.012205464834011233,-0.05066710986060467,979,,,0,non-significant
EEF1D,0.4095409950835025,0.39953137802127286,979,,,0,non-significant
EEF1G,0.1360822076947521,0.10639433482048223,979,,,0,non-significant
EEF2,0.21246886264040024,0.19569575303339434,979,,,0,non-significant
EFCAB2,0.15862885607112956,0.13314224606676836,979,,,0,non-significant
EFHD1,0.03580054741550002,0.0685150130384611,979,0.10179327603776184,0.05620960374745494,158,non-significant
EFHD2,0.21520383635071888,0.19096599663027816,979,0.1168152027376758,0.10202528192871432,773,non-significant
EFL1,0.14785011022725458,0.10987253593839999,979,0.04883714296869174,0.026875292260560967,567,non-significant
EFTUD2,0.18583759598224361,0.17110595208828158,979,,,0,non-significant
EGFL7,0.15078451200763332,0.14785482475309392,979,,,0,non-significant
EGFL8,0.175612333349966,0.16447064024985214,979,,,0,non-significant
EGLN1,0.15943701822218465,0.15861066710160893,979,0.09396029147182525,0.0879317762357421,402,non-significant
EGLN2,0.3192957653136611,0.2319835731444523,979,,,0,non-significant
EGLN3,0.21850434763654647,0.2547781827036711,979,,,0,non-significant
EGR1,0.06862224286853888,0.0752665190369981,979,,,0,non-significant
EHBP1,0.22740955009652553,0.21864437262011083,979,0.11211938989084934,0.09692336643588474,330,non-significant
EHBP1L1,0.17969598630306735,0.15798639841091108,979,,,0,non-significant
EHD1,0.17661829095062262,0.16825303648688472,979,0.14589650996937767,0.12538843002114897,773,non-significant
EHD4,0.28978057481093306,0.28139785459913647,979,0.24328312080493505,0.22779213519865363,746,non-significant
EHMT1,0.10047113881080627,0.0617605003642581,979,0.19643385461224191,0.18172577704642062,760,non-significant
EHMT2,0.15084395994873534,0.1257063405383564,979,-0.004965393416184138,0.019890330635362514,748,non-significant
EID1,0.1962623738821913,0.18697098064437015,979,,,0,non-significant
EID2,0.4488707832276101,0.34605536828737266,979,,,0,non-significant
EID2B,0.2907122807608229,0.175973725997613,979,,,0,non-significant
EIF1B,0.25983469595054653,0.2415884293884612,979,0.04127492920584057,0.013743051842561358,339,significant
EIF2AK2,0.1541861490450041,0.1520297301246977,979,,,0,non-significant
EIF2B1,0.2698650215193551,0.18167553985757506,979,,,0,non-significant
EIF2B2,0.30614683350514527,0.26702619681519707,979,,,0,non-significant
EIF2B4,0.23081595076922595,0.1833337887071056,979,,,0,non-significant
EIF3F,0.2400844015960115,0.18816943167908634,979,-0.0798941165925732,-0.05511979377840444,775,non-significant
EIF4A1,0.41019631136019474,0.4099732533273186,979,,,0,non-significant
EIF4A2,0.3222969156107054,0.2698709872874541,979,,,0,non-significant
EIF4A3,0.26949126945070034,0.2594014746824956,979,,,0,non-significant
EIF4B,0.11565674857750573,0.05948752053116645,979,,,0,non-significant
EIF4E,0.20633038604490955,0.20214511734881493,979,,,0,non-significant
EIF4E2,0.25362424152950047,0.22272536755196967,979,,,0,non-significant
EIF4EBP1,0.38169898788181467,0.3735892114175787,979,,,0,non-significant
EIF4EBP2,0.12466332331233482,0.04746887699189378,979,,,0,non-significant
EIF4G1,0.34623807822188873,0.3372426889587743,979,,,0,non-significant
EIF4G2,0.33215368830348874,0.29286943716869096,979,,,0,non-significant
EIF4G3,0.23158049722341323,0.212772477507258,979,,,0,non-significant
EIF4H,0.37359307739907255,0.3571184664259524,979,,,0,non-significant
EIF5A,0.36861033058197834,0.36328363128877666,979,,,0,non-significant
EIF5A2,0.17103736288394963,0.150855506869793,979,,,0,non-significant
EIF5B,0.23904365437842123,0.20939412931152224,979,,,0,non-significant
ELAVL1,0.11896907329053304,0.10410606997271593,979,,,0,non-significant
ELF1,0.24213613546317597,0.20663315614748448,979,0.13163588356665035,0.11930605249191038,644,non-significant
ELF2,0.1687573144237391,0.14697072348404627,979,0.07464244988050084,0.05782592396612607,267,non-significant
ELK3,0.11277505662435114,0.11106416892470307,979,,,0,non-significant
ELK4,0.17785131366694415,0.15125104344475745,979,,,0,non-significant
ELL,0.1860680819399747,0.14292542203854078,979,0.08179002976830353,0.024630403032335962,499,non-significant
ELL2,0.29256003258064833,0.2815678361071499,979,,,0,non-significant
ELOVL1,0.2830052192614122,0.2693520217558905,979,,,0,non-significant
ELOVL2,0.14348736490722613,0.11864939093192012,979,,,0,non-significant
ELOVL5,0.18635151916221038,0.23795984350660554,979,,,0,non-significant
ELOVL6,0.1164735110042775,0.10950170066463111,979,,,0,non-significant
EMC8,0.3968173379376648,0.3659771139830647,979,0.3386353789680071,0.3229914756677719,773,non-significant
EMC9,0.3840444329729059,0.3415691682939645,979,0.08544057101298576,0.06376524110950478,247,non-significant
EME1,0.22703869773613217,0.2098423449246378,979,,,0,non-significant
EML2,0.22657341457540248,0.21536334079889732,979,,,0,non-significant
EML3,0.08921182236346799,0.062331180157164524,979,,,0,non-significant
EML4,0.2024908052726117,0.199190889782318,979,,,0,non-significant
EMP3,-0.0009446702039374788,0.017818325320998373,979,,,0,non-significant
ENDOG,0.13425900001721108,0.12831500042880256,979,,,0,non-significant
ENO1,0.35227173976700055,0.3525446295524814,979,,,0,non-significant
ENO2,0.08390987656012544,0.05133936193957442,979,,,0,non-significant
ENSA,0.4924331679484386,0.3390652232991689,979,0.3007603195228222,0.11665246102030581,716,non-significant
ENTPD4,0.3302654036882624,0.3212726812452931,979,,,0,non-significant
ENTPD6,0.41093408548791366,0.42674132195218517,979,,,0,non-significant
EP300,0.14768650215825466,0.1332254941023606,979,,,0,non-significant
EP400,0.3270845057336969,0.1528989385985179,979,0.13195629583657353,0.09796692470569213,720,non-significant
EPAS1,0.19787217438286864,0.20163978676453456,979,,,0,non-significant
EPB41,0.05400463615215689,0.015570019417273382,979,0.009996557071317464,-0.017353185138349533,656,non-significant
EPB41L2,0.12973820502201888,0.1505771618067977,979,,,0,non-significant
EPB41L5,0.21348864577560478,0.1720541033690055,979,,,0,non-significant
EPC1,0.26765214305447893,0.19460337033840974,979,,,0,non-significant
EPC2,0.137936040479266,0.11728712368533785,979,,,0,non-significant
EPN1,0.23969751990800914,0.23468785738310585,979,0.2457434406696842,0.24506397313098766,737,non-significant
EPN2,0.3499534071749884,0.35219890134848364,979,0.23916298426653332,0.23124603902654828,486,non-significant
EPS15,0.1777702389136131,0.14553956361446677,979,-0.015084525802608023,-0.04086669027319409,733,non-significant
EPS15L1,0.2244678131661424,0.184149380023236,979,,,0,non-significant
ERBIN,0.3151730354922379,0.289368107666307,979,0.40528286941111774,0.37369682237339885,746,non-significant
ERCC2,0.22949041891023592,0.15789525412359823,979,-0.05467356507323342,-0.05035470598495641,251,non-significant
ERF,0.2089087420900725,0.1916842831731879,979,,,0,non-significant
ERGIC1,0.24542103911204938,0.2517002373827618,979,,,0,non-significant
ERGIC2,0.5077598992152548,0.44207386976326685,979,,,0,non-significant
ERGIC3,0.5494036010959936,0.5384726927798786,979,,,0,non-significant
ERI1,0.44470627437142984,0.41643664402834946,979,0.1924506176572211,0.16819411232363113,519,non-significant
ERI3,0.4356663308584572,0.39432118213238615,979,0.2357433435252679,0.2223499423788433,532,non-significant
ERLIN1,0.21812857089790494,0.23518868400351814,979,,,0,non-significant
ERLIN2,0.4938842233100765,0.43556647901190243,979,,,0,non-significant
ERMAP,0.20064223264422723,0.15883311371629857,979,,,0,non-significant
ERP44,0.4241686373147316,0.3878288361128002,979,0.4088231792201482,0.4162136196615737,775,non-significant
ESCO1,0.3916188537125672,0.30163378036489513,979,,,0,non-significant
ESCO2,0.32013376373912195,0.3258871645057044,979,,,0,non-significant
ESRRA,0.2679800379079285,0.261264259793533,979,,,0,non-significant
ESYT1,0.09428444483664561,0.058758015830954025,979,0.24604679178620992,0.25163515728512736,775,non-significant
ESYT2,0.30481025389007516,0.2880166835236912,979,0.3042900995065135,0.297061710720146,774,non-significant
ETHE1,0.2142840988113491,0.18090973334755697,979,0.26659660250552186,0.2561735382324781,759,non-significant
ETNK1,0.3742148636126273,0.27330451220393137,979,,,0,non-significant
ETS2,0.07244790307390564,0.03949399770074313,979,,,0,non-significant
ETV4,0.15301407989525062,0.14287872780379263,979,,,0,non-significant
ETV5,0.02485703481020122,0.021249535536687316,979,,,0,non-significant
ETV6,0.15185191253597502,0.1437443012983651,979,0.0654040941250413,0.03130155035915823,535,non-significant
EVL,0.004534690790336589,-0.02129255383609462,979,-0.1469055241744623,-0.21849990022928437,256,non-significant
EWSR1,0.14591359213460936,0.12792295283909283,979,,,0,non-significant
EXOC1,0.3770879818526284,0.2701993216358557,979,0.14661396220827483,0.14044308167846295,766,non-significant
EXOC3L2,-0.01428637381170325,0.03820721860870798,979,,,0,non-significant
EXOG,0.20204728605346112,0.1967243719410666,979,0.22548595931084184,0.22657572330011086,245,non-significant
EXOSC4,0.33855939912520705,0.34874168436420444,979,,,0,non-significant
EXOSC5,0.23588994790529377,0.19043340281695292,979,,,0,non-significant
EXOSC6,0.2074912484489671,0.15836506257861768,979,,,0,non-significant
EXOSC7,0.27447737744652045,0.25545582832133856,979,,,0,non-significant
EXOSC8,0.34399749832678755,0.2997701015640872,979,,,0,non-significant
EXOSC9,0.2121939514241572,0.17421954144794544,979,,,0,non-significant
EXT2,0.2845208568853997,0.2835320521531765,979,0.22290084087497655,0.23657324108358443,206,non-significant
EXTL2,0.29793284938485665,0.25954234673350457,979,,,0,non-significant
EXTL3,0.3703512434692311,0.3635197672328276,979,,,0,non-significant
EZH1,0.11843669435499748,0.06957516280640938,979,,,0,non-significant
EZH2,0.2293233097173847,0.22243812318859738,979,-0.04558609418533263,-0.03357327614900341,673,non-significant
EZR,0.2315152970101819,0.20978902046190004,979,,,0,non-significant
F12,0.1860416590426013,0.16404210531036237,979,,,0,non-significant
F2R,0.11507893981099755,0.1080068975008271,979,,,0,non-significant
FABP5,0.052690663795113835,0.07346429576057842,979,-0.06907885973531343,-0.09617846544843053,685,non-significant
FADS1,0.12124426657160506,0.1272544367888798,979,0.09636468323942397,0.1283959270494536,545,non-significant
FADS3,0.07894889904534005,0.08942365284506451,979,,,0,non-significant
FAF1,0.3589433863964951,0.28404744880286104,979,0.15788317618501774,0.12122741283652856,754,non-significant
FAF2,0.44005572764397927,0.4100330903850072,979,0.5468247140425802,0.5469285987485853,775,non-significant
FAH,0.22138230945980653,0.20794339021540442,979,,,0,non-significant
FAHD1,0.33148151105313156,0.30632279253668193,979,0.32333661607933906,0.32750857219153773,767,non-significant
FAHD2A,0.2141097796509322,0.16066860102503527,979,,,0,non-significant
FAHD2B,0.10705561445639333,0.0799709606993672,979,,,0,non-significant
FAM117A,-0.01012216003591567,-0.023359432399172965,979,,,0,non-significant
FAM117B,0.025906015736668862,0.02442375070817352,979,,,0,non-significant
FAM118A,0.17768993356499946,0.1487817672457537,979,,,0,non-significant
FAM118B,0.390263222281137,0.3668426834678867,979,,,0,non-significant
FAM120A,0.3472899399305659,0.3108223090307434,979,,,0,non-significant
FAM120B,0.40418309533246055,0.3522299530173596,979,,,0,non-significant
FAM13A,0.18469801564938954,0.17406795293926547,979,,,0,non-significant
FAM13B,0.11097631770307306,0.08376100284307392,979,,,0,non-significant
FAM171A1,0.136545777586444,0.13841458032493703,979,,,0,non-significant
FAM193A,0.21058443327675952,0.16601571961795886,979,,,0,non-significant
FAM193B,0.09528705779498264,0.06658541640219964,979,,,0,non-significant
FAM200A,0.41692643800890516,0.4107738575142179,979,,,0,non-significant
FAM200B,0.3448591681119265,0.293478741155423,979,,,0,non-significant
FAM229B,0.18873247614033167,0.1799027726667176,979,,,0,non-significant
FAM241A,0.052996032687437675,0.046551213324022324,979,,,0,non-significant
FAM3C,0.3219734523502735,0.3085456759551831,979,0.2121505493265176,0.24622691775937577,762,non-significant
FAM53C,0.05388353646591016,0.025919631129797588,979,,,0,non-significant
FAM76A,0.30718927950518804,0.27498243906935926,979,,,0,non-significant
FAM76B,0.26480485445201263,0.24353062376400803,979,,,0,non-significant
FAM83A,0.178435436468464,0.2919617356952306,979,,,0,non-significant
FAM83D,0.3453299263999917,0.38707923997571553,979,,,0,non-significant
FAM89A,0.15400308899890536,0.16875434066322598,979,,,0,non-significant
FAM89B,0.17508520629032975,0.14250826970195693,979,,,0,non-significant
FAM98A,0.18433073372875208,0.15134971000365796,979,,,0,non-significant
FAM98B,0.208503248975075,0.1904454917208374,979,,,0,non-significant
FAM98C,0.2694186456054477,0.19469097875666042,979,,,0,non-significant
FAR1,0.23837903042459496,0.24553409842774482,979,,,0,non-significant
FAR2,0.1370082004715775,0.05661752325485187,979,,,0,non-significant
FBRS,0.23873280169707722,0.16971106860700588,979,-0.03205611599185258,0.011204310464995844,103,non-significant
FBRSL1,0.13995531036987027,0.08079394542533488,979,,,0,non-significant
FBXO17,0.23945964531891295,0.1943253059317856,979,,,0,non-significant
FBXO34,0.42759211684278453,0.37020936202375865,979,,,0,non-significant
FBXO45,0.3088970737925142,0.2810015614416682,979,,,0,non-significant
FBXO46,0.20782984327026255,0.15170632866315936,979,,,0,non-significant
FBXO6,0.1293286504398743,0.09028916308857163,979,,,0,non-significant
FBXW11,0.250728430169561,0.24406818168345681,979,,,0,non-significant
FBXW7,0.12380751883665712,0.12274754273871591,979,,,0,non-significant
FCF1,0.35736570019286695,0.3623928434934113,979,0.09851391094332185,0.09846081190722587,595,non-significant
FCGR2A,-0.05000045170617955,-0.015247210088256219,979,,,0,non-significant
FCGRT,0.07180779908297938,0.06530956148677683,979,,,0,non-significant
